0.0,70.55999010411531,7.131813871183885,-0.0012504955685325048,-0.001236630026403126,87.56661960853158,1.6159947705074997e-16,1.3480394239299582e-05,0.011999937865451758,-83.67333736189646,8.916215425400887,-0.03847584754285466,-0.010568265502508195,87.41555349418053,-9.647321163135096e-07,1.0788343647107433e-05,0.01303550338085875,166.06502866780238,11.907098217288915,0.00010477241304900127,-0.00010055560358463705,86.77204202481374,2.842800185771405e-06,1.1235569995284799e-05,0.015920168797110057,1.240597582673849,1.434
1.0,70.52049119857264,7.131474009104142,-0.0011446134259499637,-0.0005480397322669716,87.44169311629463,3.2526303903979523e-16,1.4501882028899565e-05,0.012134903159147897,-83.33939873419719,8.916570508222565,-0.03691006100228,-0.011126147603184994,87.24422248323903,-1.3686176283234405e-06,9.25952152578812e-06,0.01314631050277036,166.17632213345783,11.9078020832962,-0.0006220301000596981,0.002411911420697713,86.7875628717282,3.927102979024975e-06,1.0537848462535652e-05,0.015176393039614445,1.1948929131520787,1.434
2.0,65.63462514111164,7.131600322809571,0.042990982735701816,0.010549725763885005,88.21166245021632,7.896309485341733e-17,1.4402301028645266e-05,0.011947226266064342,-88.29691867109756,8.915978263034601,-0.00022023016986352648,0.0006220193048374115,87.77045969538389,-2.817097567359647e-06,9.897475057792116e-06,0.012751681238119995,161.67567493731053,11.906505330712617,0.035636924163682346,0.007810408562209398,87.0294783640064,6.9865950200856785e-06,1.351923501524538e-05,0.015423206898594097,1.429030577193357,1.434
3.0,70.98756014263087,7.13185826321638,-0.005346911942940428,0.002998896132272244,87.26787468724983,-1.64488139600813e-16,1.304380847419693e-05,0.01214080074357132,-83.37445188806029,8.91642581796679,-0.04220647729305805,-0.0072280898814428675,87.1899646091998,-4.868133712433264e-07,1.1508936554932337e-05,0.013176311670752564,166.2053182255849,11.906666263367041,-0.002515878354641462,0.001598187581334118,86.68290078186968,1.3261329601852343e-06,1.130359834052738e-05,0.01579805064525577,1.1171608194323412,1.434
4.0,69.71220356202676,7.1316138299439675,0.004558867334133465,0.0017188789960512175,86.85328804017533,1.6741117815041296e-16,1.4299547880823146e-05,0.011992724527934293,-83.97554231559619,8.916405725598779,-0.03240941970637496,-0.009142223549377142,86.98568094876686,9.02756333379589e-07,9.89064412420133e-06,0.013164040283274484,165.57610128293868,11.907261568896155,0.004926460576217562,0.0020012483206010524,86.56481343381911,-3.063977109809483e-08,1.1236023053603633e-05,0.015990219697239644,1.0073858907217734,1.434
5.0,70.34475019031355,7.131561098839174,-0.0007764901818109659,-0.0013334038198399394,87.43153302422901,0.0,1.4247423936717219e-05,0.011934431958832745,-83.43559729730052,8.916278530248588,-0.03705075157454941,-0.011772687999335719,87.57740140386097,9.95014948101281e-07,9.548871839922712e-06,0.013091356822145305,165.95180112434025,11.907215387879539,0.0008695787148836114,7.798042591599633e-05,86.91978782972203,8.002010965974663e-07,1.1518536192421337e-05,0.015325071833817013,1.3210762368773319,1.434
6.0,70.004102506497,7.13152512849547,-3.0214325566765034e-05,1.7432275543728962e-05,86.83040369395302,0.0,1.3973617916951932e-05,0.012171033483811412,-83.62900986468091,8.916286076580935,-0.03666251195963295,-0.010930452047594415,87.05536551924233,1.5152224456782338e-06,1.0023881987837549e-05,0.01343730080911907,165.5633156993668,11.906754673221862,0.002344447679872159,-0.0005298342252855647,86.65018506288847,-1.117525597341976e-06,1.2515166892489243e-05,0.01653989855981379,1.0754684155813004,1.434
7.0,70.25909438400369,7.131877801246717,0.004616389054862533,0.0007556057050943157,87.69837299285483,1.6092799076968414e-16,1.4034462239388032e-05,0.012086353558189019,-84.26782782936661,8.916172009188168,-0.03396172478694484,-0.008772212453819102,87.459744682472,-1.5547316623372227e-06,1.0787621615452051e-05,0.013058716718201422,165.37399635710696,11.906904761313672,0.004976188662681858,0.0008109631760709827,86.86500229349431,3.942108714878191e-06,1.1690589640478121e-05,0.015726474546203482,1.2713051885134417,1.434
8.0,69.83135107913675,7.13126157085472,0.0019181854131857146,0.0032649599941704174,86.84765170646376,1.6662103509924614e-16,1.4795287170163501e-05,0.012124931292805324,-83.9574158360335,8.916130664280796,-0.034897993809505104,-0.008055312920472,87.03118565781229,1.30327396897169e-06,8.969936314731055e-06,0.013029096553259994,165.79150810750394,11.90744505464989,0.003181594192266303,0.004386404681076232,86.60452786690834,-1.9527441053359636e-07,1.2647897766159974e-05,0.016673312385256125,1.036497264438707,1.434
9.0,69.69084136566742,7.131653663930886,0.004728370193278819,0.009635953870405585,87.62659329607145,-1.5898397701665848e-16,1.4105312309113588e-05,0.01196977502380072,-84.2295900881037,8.916070711774962,-0.033358028249262206,-0.0018743589050762277,87.72657159274598,6.765305728024269e-07,1.0359593255133827e-05,0.012720594296723642,165.05185792430893,11.906604234995964,0.006425141572950729,0.006236994715476259,86.9474437196164,1.0118585548981766e-06,1.296045886273027e-05,0.015838911429390545,1.368363053182939,1.434
